Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:18:32 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:18:32 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:18:32 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:18:32 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:18:32 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:18:32 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:18:32 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:18:32 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:18:32 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:18:32 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:18:32 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:18:32 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:18:32 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:18:32 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:18:32 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:18:32 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:18:32 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:18:32 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:18:32 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:18:32 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:18:32 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:18:32 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:18:32 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:18:32 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:18:32 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:18:32 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:18:32 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:18:32 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:18:32 2025 | adsb_simulation | Simulação de ADS-B encerrada
Mon Feb 24 01:21:39 2025 | adsb_simulation | Starting ADS-B simulation...
Mon Feb 24 01:21:39 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:21:39 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:21:39 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:21:39 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:21:39 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:21:39 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:21:39 2025 | adsb_simulation | ADS-B simulation ended
Mon Feb 24 01:25:48 2025 | adsb_simulation | Iniciando simulação de ADS-B...
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:25:48 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:25:48 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:25:48 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:25:48 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:25:48 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:25:48 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:25:48 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:25:48 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:25:48 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:25:48 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:25:48 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:25:48 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:25:48 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:25:48 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:25:48 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:25:48 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:25:48 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:25:48 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:25:48 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:25:48 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:25:48 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:25:48 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:25:48 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:25:48 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:25:48 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:25:48 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:25:48 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:25:48 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:25:48 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:25:48 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:25:48 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:25:48 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:25:48 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:25:48 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:25:48 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:25:48 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:25:48 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:25:48 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Node is complete, calling DB_saveData
Mon Feb 24 01:25:48 2025 | DB_saveADSBInfo | Data saved successfully
Mon Feb 24 01:25:48 2025 | DB_saveAirline | Data saved successfully
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
Mon Feb 24 01:25:48 2025 | adsb_simulation | Successfully decoded a message (node != NULL)
